Utilizador:u41621,Rafael Pimentel,-63.80084,-6.937958
Utilizador:u90283,Ethan Marques,79.649506,-86.12809
Utilizador:u3071,Isaac Ribeiro,-36.48746,-86.44453
Utilizador:u16432,Bruno Pinto,-1.6531296,42.45778
Utilizador:u55222,Andre Sousa,-25.719734,-30.619888
Utilizador:u67965,Bruno Veloso,-73.98597,1.3518295
Utilizador:u88892,Kaleb Pereira,1.9130936,-28.354294
Utilizador:u59180,Kaleb Pereira,23.006805,-41.455074
Utilizador:u55718,Joana Pimentel,13.075783,55.094086
Utilizador:u53290,Jose Carvalho,-84.55976,50.311584
Utilizador:u82524,Beatriz Santos,-36.649864,12.590652
Utilizador:u59135,Isis Costa,80.049286,92.51837
Utilizador:u50706,Rafael Ferreira,-69.240616,82.78787
Utilizador:u89783,Sofia Costa,43.62314,52.500015
Utilizador:u2153,Andre Silva,18.08979,-88.0599
Utilizador:u3538,Talita Oliveira,55.073013,-43.847046
Utilizador:u15907,Rafael Pereira,52.550995,58.63846
Utilizador:u38455,Liz Veloso,-52.255383,62.930176
Utilizador:u18570,Rafael Santos,-93.156906,-24.20391
Utilizador:u60196,Ilda Moreira,-96.46043,-20.850807
Utilizador:u21418,Bruno Fernandes,-34.70729,-0.54997253
Utilizador:u68176,Isis Veloso,30.427979,62.643463
Utilizador:u37794,Andre Silva,-22.689964,-31.414146
Utilizador:u50124,Antonio Pimentel,-6.629036,38.51802
Utilizador:u59956,Jesus Oliveira,-91.25237,76.859406
Utilizador:u44601,Artur Moreira,-71.64896,-5.232422
Utilizador:u81977,Mateus Pereira,37.473312,-53.199604
Utilizador:u45467,Jesus Pereira,42.66452,55.66478
Utilizador:u91749,Joana Veloso,-86.63161,14.165901
Utilizador:u32446,Raquel Pereira,52.256638,70.96486
Utilizador:u43739,Isis Moreira,-86.287094,54.641495
Utilizador:u16493,Antonio Sousa,-89.46101,-8.270996
Utilizador:u44702,Ana Pimentel,31.23555,15.185791
Utilizador:u27282,Artur Costa,97.70888,21.369942
Utilizador:u56335,Rafael Sousa,-45.315464,59.220123
Utilizador:u92057,Talita Sousa,-97.28812,17.008606
Utilizador:u10,Isis Carvalho,78.10741,23.413216
Utilizador:u16838,Beatriz Fernandes,6.169487,-34.379227
Utilizador:u96967,Beatriz Silva,-86.28457,-88.10443
Utilizador:u37378,Catarina Carvalho,33.80829,-90.03652
Utilizador:u67548,Liz Sousa,24.094498,-21.093155
Utilizador:u48392,Mateus Veloso,50.963867,12.064423
Utilizador:u4787,Rafael Costa,-32.049423,-50.442554
Utilizador:u72912,Antonio Almeida,46.26468,59.883698
Utilizador:u90051,Isaac Marques,15.561668,15.64756
Utilizador:u64891,Ilda Pinto,4.401024,-8.468361
Utilizador:u33408,Andre Nunes,-53.820244,-17.336655
Utilizador:u92397,Isaac Carvalho,-77.31314,2.6233368
Utilizador:u13389,Raquel Carvalho,-11.726021,-98.08265
Utilizador:u54160,Sofia Veloso,25.411156,-64.366776
Utilizador:u131,Joao Almeida,-33.90294,-34.92301
Utilizador:u93043,Joana Gomes,83.90921,11.110222
Utilizador:u6041,Sofia Pereira,41.066376,-10.067032
Utilizador:u79264,Rafael Ribeiro,85.4671,33.82547
Utilizador:u44514,Ilda Ribeiro,32.507767,54.42299
Utilizador:u17011,Raquel Fernandes,-90.85292,-75.968544
Utilizador:u86344,Raquel Almeida,49.852753,40.54326
Utilizador:u7904,Ethan Marques,-57.720287,-91.51659
Utilizador:u47607,Andre Marques,-8.908035,52.429306
Utilizador:u55170,Isis Marques,53.9001,-91.59362
Utilizador:u76176,Sofia Carvalho,95.930115,12.760162
Utilizador:u73963,Raquel Santos,-68.24196,-17.802269
Utilizador:u94571,Ilda Marques,39.86084,72.27002
Utilizador:u55293,Joana Silva,-39.379753,98.072556
Utilizador:u3166,Joao Moreira,18.607338,-54.941372
Utilizador:u57886,Abigail Gomes,87.04956,3.275261
Utilizador:u90271,Beatriz Oliveira,25.76725,38.80832
Utilizador:u29321,Catarina Ribeiro,-8.329575,68.31569
Utilizador:u72706,Josefina Almeida,76.29657,-40.921825
Utilizador:u75534,Jesus Pereira,-7.5843124,-82.99532
Utilizador:u97950,Sofia Gomes,-19.538712,53.5101
Utilizador:u47359,Mateus Fernandes,50.942444,-76.726036
Utilizador:u94984,Danilo Silva,73.7775,-37.388214
Utilizador:u81044,Rafael Ribeiro,51.37451,-17.595482
Utilizador:u731,Joana Veloso,-71.74397,-60.996326
Utilizador:u29659,Abigail Costa,-25.207413,-71.77027
Utilizador:u66801,Antonio Marques,94.59404,34.27156
Utilizador:u66486,Rafael Pimentel,-43.827915,10.123596
Utilizador:u21887,Mateus Ferreira,93.26631,-25.3321
Utilizador:u45700,Artur Veloso,-29.632935,-31.701828
Utilizador:u49530,Ana Nunes,40.972946,-86.314575
Utilizador:u55747,Sofia Ribeiro,14.453049,-50.95842
Utilizador:u73728,Bruno Ferreira,-10.938919,-84.805916
Utilizador:u67638,Sofia Almeida,-70.28848,-69.79792
Utilizador:u42130,Kaleb Santos,50.099854,-89.68778
Utilizador:u56953,Bruno Sousa,49.319046,69.32893
Utilizador:u81051,Jose Ferreira,-11.051155,-86.65676
Utilizador:u6154,Catarina Pereira,92.42674,-75.16389
Utilizador:u48831,Sofia Costa,47.775528,-66.714096
Utilizador:u42932,Bruno Costa,-76.88683,-44.535065
Utilizador:u91744,Josefina Marques,46.520218,38.430405
Utilizador:u54466,Sofia Santos,70.963806,22.220245
Utilizador:u51280,Talita Nunes,-76.12953,-81.61846
Utilizador:u31707,Ethan Nunes,42.69771,48.130188
Utilizador:u61319,Jesus Almeida,96.828156,-5.702873
Utilizador:u27902,Catarina Pinto,79.392746,-26.661583
Utilizador:u4746,Sofia Moreira,45.27295,43.52672
Utilizador:u41252,Abigail Gomes,-33.729187,83.63931
Utilizador:u61782,Antonio Nunes,43.863068,-18.752304
Utilizador:u89400,Josefina Pereira,-45.128727,97.23146
Utilizador:u36614,Rebeca Pereira,-38.830547,-22.546936
Utilizador:u18439,Raquel Almeida,-0.32875824,-15.114838
Utilizador:u8952,Catarina Sousa,-37.402424,-1.121521e-3
Utilizador:u68364,Jose Veloso,-3.7506943,29.146042
Utilizador:u4286,Catarina Pereira,32.66078,97.6976
Utilizador:u14933,Kaleb Oliveira,-66.55226,-73.04581
Utilizador:u78821,Isaac Costa,86.825165,-38.889652
Utilizador:u15085,Isaac Pinto,4.4701614,-76.82263
Utilizador:u42622,Raquel Gomes,-8.056984,82.64792
Utilizador:u79231,Josefina Nunes,56.709732,18.064972
Utilizador:u65616,Rebeca Veloso,-66.67061,-58.603493
Utilizador:u3339,Mateus Santos,47.075516,-85.74047
Utilizador:u34181,Ana Ferreira,-3.1903687,88.115204
Utilizador:u55271,Bruno Fernandes,44.794098,22.816132
Utilizador:u59398,Ana Carvalho,-8.579628,56.252533
Utilizador:u84144,Catarina Costa,95.11786,79.04628
Utilizador:u75650,Josefina Almeida,-39.400288,94.50215
Utilizador:u92817,Joao Veloso,-31.663078,5.6375732
Utilizador:u69072,Rebeca Pimentel,-96.73733,-0.10140228
Utilizador:u16190,Jose Nunes,88.48471,23.87445
Utilizador:u55766,Talita Silva,-22.93734,93.58714
Utilizador:u85490,Beatriz Almeida,57.46698,-90.675186
Utilizador:u28522,Antonio Oliveira,-54.85405,15.215157
Utilizador:u97157,Joana Veloso,-63.61226,-88.10191
Utilizador:u12019,Isaac Pimentel,-1.8979263,-57.554604
Utilizador:u51868,Ilda Ferreira,-24.071068,-88.17637
Utilizador:u41351,Beatriz Pinto,-55.81968,93.97325
Utilizador:u2257,Isis Costa,96.23872,-40.14894
Utilizador:u39314,Liz Gomes,82.93208,-70.55093
Utilizador:u12128,Mateus Almeida,-0.81009674,-50.2041
Utilizador:u65136,Antonio Fernandes,-97.22915,31.117966
Utilizador:u1601,Sofia Veloso,25.29335,25.29721
Utilizador:u4942,Isis Carvalho,78.26349,45.166534
Utilizador:u82253,Joana Pimentel,-42.859715,-64.32864
Utilizador:u37109,Raquel Nunes,80.82895,-32.427353
Utilizador:u44195,Talita Marques,-84.70488,-22.465706
Utilizador:u18427,Josefina Pinto,89.96846,-16.014854
Utilizador:u30868,Josefina Veloso,6.471199,60.945755
Utilizador:u98792,Joana Costa,-15.988472,-81.38582
Utilizador:u33247,Jose Marques,-45.297066,1.9065704
Utilizador:u34617,Ilda Sousa,-9.833206,-71.426254
Utilizador:u29390,Ethan Ferreira,14.874733,-8.051712
Utilizador:u32,Rebeca Veloso,-86.71042,9.508743
Utilizador:u45921,Mateus Marques,70.131226,3.8877792
Utilizador:u57986,Joana Pereira,-7.233322,-1.6346359
Utilizador:u78078,Kaleb Pinto,60.099884,-11.954834
Utilizador:u2427,Joao Pinto,72.05827,-40.79601
Utilizador:u77092,Antonio Marques,62.968628,-34.075203
Utilizador:u55032,Ilda Almeida,87.96112,19.360497
Utilizador:u23902,Jose Costa,-56.21023,51.02913
Utilizador:u74869,Jesus Sousa,-41.76063,-50.947765
Utilizador:u46253,Bruno Nunes,-78.72226,95.35155
Utilizador:u57589,Ethan Costa,-40.751266,-94.94465
Utilizador:u48298,Liz Ribeiro,62.893448,-37.353233
Utilizador:u11851,Kaleb Pinto,51.865356,49.095993
Utilizador:u92539,Liz Pimentel,-88.91536,-32.187004
Utilizador:u29363,Ethan Gomes,-12.00531,-70.7409
Utilizador:u89422,Talita Silva,-70.74005,-27.50174
Utilizador:u41960,Danilo Pereira,55.195114,-93.08695
Utilizador:u75824,Jose Sousa,66.72734,-44.830578
Utilizador:u95829,Jesus Ferreira,-92.84872,-16.944801
Utilizador:u99905,Talita Santos,35.042877,35.39557
Utilizador:u9383,Ana Costa,25.213226,22.53112
Utilizador:u50505,Artur Ribeiro,2.675949,84.321915
Utilizador:u81964,Ilda Almeida,48.375717,12.336884
Utilizador:u69472,Joana Marques,-54.41335,15.232277
Utilizador:u68932,Ana Ferreira,-35.067158,66.097305
Utilizador:u68411,Danilo Marques,75.84094,74.32471
Utilizador:u71773,Bruno Pereira,-52.071278,76.26274
Utilizador:u54687,Catarina Gomes,31.834808,61.69185
Utilizador:u47787,Ana Pinto,-18.632072,31.77504
Utilizador:u4034,Raquel Almeida,-68.386696,-38.395386
Utilizador:u23219,Rafael Gomes,63.795288,-5.8617477
Utilizador:u95891,Sofia Veloso,91.76158,-18.368584
Utilizador:u42023,Kaleb Silva,43.9498,-41.689705
Utilizador:u47313,Kaleb Marques,-59.83682,-37.427242
Utilizador:u20518,Mateus Moreira,10.307632,57.625107
Utilizador:u62561,Ilda Ribeiro,-0.7752533,-64.89533
Utilizador:u37653,Sofia Pinto,-36.994534,25.152748
Utilizador:u72264,Raquel Gomes,44.584442,-60.103218
Utilizador:u16782,Isaac Almeida,49.979614,-55.374554
Utilizador:u64984,Andre Veloso,-42.308056,-39.353695
Utilizador:u30071,Antonio Gomes,-26.860374,-69.78142
Utilizador:u59925,Jose Sousa,64.906296,1.5835419
Utilizador:u9123,Kaleb Santos,-1.8914032,-13.774887
Utilizador:u42572,Raquel Pimentel,-31.835152,98.2722
Utilizador:u51692,Bruno Oliveira,31.368835,18.444191
Utilizador:u83810,Ana Pimentel,50.37619,85.67839
Utilizador:u59314,Bruno Oliveira,-12.274345,65.50432
Utilizador:u82699,Danilo Veloso,-85.815994,-50.43977
Utilizador:u73480,Josefina Santos,-47.207882,74.52611
Utilizador:u35366,Catarina Pimentel,-36.21261,5.844734
Utilizador:u67152,Ilda Ferreira,-89.80209,-33.261635
Utilizador:u25139,Artur Veloso,-33.615982,-8.330559
Utilizador:u93616,Andre Oliveira,53.77884,-34.246086
Utilizador:u90794,Bruno Pinto,88.821014,-2.4957123
Utilizador:u65503,Bruno Ferreira,-6.242897,-15.300201
Utilizador:u38737,Antonio Costa,87.199615,48.168365
Utilizador:u16170,Ana Nunes,-85.50218,22.29216
Utilizador:u5936,Joao Carvalho,51.7325,-86.50642
Utilizador:u50487,Isaac Costa,1.0153503,37.72725
Utilizador:u95234,Antonio Pereira,66.465515,33.285217
Utilizador:u69944,Raquel Santos,-18.621048,40.91841
Utilizador:u51330,Isaac Marques,19.867165,79.99251
Utilizador:u1949,Rebeca Veloso,97.64697,-78.71652
Utilizador:u58279,Bruno Pimentel,98.20183,-74.49325
Utilizador:u38652,Antonio Pinto,26.41121,52.52774
Utilizador:u87460,Rafael Pereira,44.965454,30.82663
Utilizador:u42018,Kaleb Santos,-54.949657,-51.524197
Utilizador:u66200,Bruno Gomes,-48.45655,12.011673
Utilizador:u30476,Talita Silva,-51.972332,-58.657284
Utilizador:u55837,Rafael Almeida,33.550476,-34.04545
Utilizador:u50633,Beatriz Costa,-10.111633,-85.68546
Utilizador:u13032,Catarina Fernandes,71.78418,32.156387
Utilizador:u85207,Isaac Gomes,-36.697884,-51.73658
Utilizador:u85929,Beatriz Carvalho,97.96925,4.361931
Utilizador:u14219,Danilo Ferreira,-50.65265,47.172455
Utilizador:u59731,Ilda Ribeiro,45.388,84.4003
Utilizador:u11165,Sofia Pinto,-35.65511,33.439545
Utilizador:u62653,Mateus Fernandes,89.18146,-83.08612
Utilizador:u19497,Beatriz Pereira,-81.0286,58.533966
Utilizador:u5955,Ethan Fernandes,50.92163,-54.796318
Utilizador:u21695,Abigail Nunes,-17.097542,11.84581
Utilizador:u35679,Isis Carvalho,46.89969,-21.172783
Utilizador:u70461,Joana Carvalho,8.517784,97.078186
Utilizador:u91581,Artur Moreira,-83.23982,-82.86161
Utilizador:u59064,Danilo Santos,-23.637405,34.45244
Utilizador:u24455,Joao Veloso,-94.27612,80.36731
Utilizador:u25658,Bruno Ferreira,24.431732,92.505844
Utilizador:u27518,Jose Veloso,71.40074,41.994644
Utilizador:u94732,Antonio Fernandes,-65.37184,38.965897
Utilizador:u25053,Sofia Fernandes,-47.551853,-8.809479
Utilizador:u90191,Rafael Santos,0.2029419,-27.373672
Utilizador:u74372,Liz Sousa,24.621338,43.906647
Utilizador:u17307,Joana Pinto,-42.51972,-88.18165
Utilizador:u81866,Bruno Gomes,-28.87304,14.449554
Utilizador:u25766,Joao Ribeiro,-42.833904,-19.092506
Utilizador:u66406,Isaac Sousa,-78.5142,70.15144
Utilizador:u43301,Abigail Almeida,-41.482193,-91.66287
Utilizador:u27362,Joao Ribeiro,44.84633,88.6752
Utilizador:u86479,Raquel Moreira,85.502594,46.90268
Utilizador:u64289,Sofia Ferreira,-61.36977,-53.51754
Utilizador:u87973,Artur Pinto,-47.85105,-46.795162
Utilizador:u23006,Ana Oliveira,88.907364,56.259445
Utilizador:u39363,Joana Oliveira,-66.95992,-19.61982
Utilizador:u73961,Mateus Costa,94.8701,73.54576
Utilizador:u82216,Bruno Santos,-70.93225,-29.80587
Utilizador:u90761,Mateus Pinto,-28.855087,-33.033913
Utilizador:u22813,Rebeca Marques,-66.08855,75.622284
Utilizador:u98097,Danilo Carvalho,-47.02394,6.377281
Utilizador:u2300,Joana Pimentel,-76.62087,51.28688
Utilizador:u24076,Liz Pimentel,92.979904,43.927856
Utilizador:u40869,Ethan Nunes,92.75781,-68.19673
Utilizador:u3209,Kaleb Nunes,73.77876,-35.126545
Utilizador:u99405,Rafael Pinto,88.58342,30.00856
Utilizador:u30785,Raquel Veloso,80.02339,72.60066
Utilizador:u22014,Isis Santos,74.22308,66.27098
Utilizador:u68058,Jose Gomes,-43.858234,81.414536
Utilizador:u34356,Artur Oliveira,64.88454,27.736603
Utilizador:u32271,Kaleb Pimentel,-92.17696,-12.101486
Utilizador:u79609,Talita Costa,75.111176,31.386414
Utilizador:u18195,Kaleb Ribeiro,-17.435143,5.31073
Utilizador:u63220,Isaac Nunes,73.05405,23.128624
Utilizador:u5450,Raquel Nunes,10.9598465,-19.270485
Utilizador:u82729,Isis Pinto,70.83978,29.098816
Utilizador:u59814,Rafael Veloso,76.08917,-73.27211
Utilizador:u53666,Abigail Santos,-47.538826,-72.74311
Utilizador:u53462,Beatriz Marques,-2.0624542,-86.03061
Utilizador:u77632,Isaac Carvalho,-98.9965,35.103973
Utilizador:u98324,Ethan Veloso,75.11842,87.68971
Utilizador:u72406,Jesus Veloso,55.369156,-97.93398
Utilizador:u39778,Ana Costa,-64.7554,-90.45291
Utilizador:u28361,Ethan Ferreira,35.865067,64.420425
Utilizador:u41241,Beatriz Pimentel,83.763336,98.37123
Utilizador:u32157,Antonio Ferreira,45.042862,80.01105
Utilizador:u22939,Mateus Marques,-44.68956,74.71413
Utilizador:u79903,Liz Veloso,-12.45282,-66.435715
Utilizador:u31552,Antonio Moreira,61.042694,-13.408951
Utilizador:u5275,Artur Carvalho,16.053513,48.58551
Utilizador:u83648,Jesus Moreira,-72.49078,-7.328079
Utilizador:u88774,Isaac Fernandes,42.19104,-72.40851
Utilizador:u10731,Rebeca Pereira,-93.749756,29.230316
Utilizador:u78822,Kaleb Pereira,52.947983,-96.78778
Utilizador:u7687,Liz Ribeiro,-45.264645,1.0335083
Utilizador:u16321,Talita Marques,17.25998,83.742065
Utilizador:u43718,Jose Fernandes,-98.57691,81.72124
Utilizador:u96167,Abigail Santos,-58.36434,83.77922
Utilizador:u57593,Beatriz Silva,-8.436317,-37.260048
Utilizador:u85046,Joana Oliveira,77.78714,98.7854
Utilizador:u47732,Artur Gomes,11.704605,51.813614
Utilizador:u42609,Liz Oliveira,-7.6056213,-86.42586
Utilizador:u12136,Danilo Oliveira,-36.856544,7.694954
Utilizador:u59991,Ana Pinto,-11.358543,63.790543
Utilizador:u62331,Joao Moreira,-53.091167,5.783081e-3
Utilizador:u26528,Ana Veloso,70.53641,-98.82477
Utilizador:u42472,Bruno Moreira,-4.2575684,-23.245422
Utilizador:u20986,Jose Veloso,96.738495,-94.41577
Utilizador:u51970,Beatriz Moreira,38.88829,9.421356
Utilizador:u20443,Talita Moreira,59.20793,86.020584
Utilizador:u93491,Kaleb Ribeiro,-79.83858,16.468887
Utilizador:u91577,Abigail Pereira,3.975525,98.166794
Utilizador:u78636,Isis Nunes,-24.8227,9.125938
Utilizador:u9347,Beatriz Pimentel,-88.106316,65.48662
Utilizador:u56507,Rebeca Silva,-12.745468,42.715927
Utilizador:u53869,Ethan Nunes,-52.962532,-29.931206
Utilizador:u49761,Rafael Veloso,-94.886215,-9.870132
Utilizador:u39405,Jesus Veloso,-36.440903,-25.922546
Utilizador:u29032,Raquel Santos,-95.92604,55.089966
Utilizador:u22625,Isaac Oliveira,-30.600784,3.1414642
Utilizador:u39424,Antonio Gomes,1.5269318,87.70543
Utilizador:u19368,Talita Moreira,-57.87751,-22.388863
Utilizador:u80765,Artur Almeida,-11.84713,-62.53115
Utilizador:u820,Catarina Oliveira,25.205002,22.25644
Utilizador:u53509,Isis Veloso,-56.481354,-68.51387
Utilizador:u83111,Jesus Almeida,45.01358,-87.14206
Utilizador:u78583,Antonio Costa,-28.192772,-65.65474
Utilizador:u17752,Joana Nunes,-94.14068,-50.88923
Utilizador:u82755,Jose Santos,-12.767548,33.519516
Utilizador:u9019,Joana Costa,21.533905,-79.81436
Utilizador:u67176,Talita Veloso,32.338364,69.4456
Utilizador:u37717,Andre Sousa,-53.13737,-12.840782
Utilizador:u24036,Ana Veloso,2.541214,41.90181
Utilizador:u74111,Mateus Veloso,-58.92011,32.567947
Utilizador:u40409,Ilda Almeida,-1.4584808,9.489861
Utilizador:u59996,Ethan Ferreira,-70.486336,21.000168
Utilizador:u30197,Antonio Veloso,14.683395,35.256912
Utilizador:u36852,Isaac Nunes,-14.041618,-14.103256
Utilizador:u39431,Bruno Moreira,-15.916885,-10.199684
Utilizador:u5081,Bruno Oliveira,62.90425,18.79538
Utilizador:u18863,Joao Pereira,-14.033546,-0.8172226
Utilizador:u28977,Josefina Ribeiro,72.30995,-41.83804
Utilizador:u72492,Isaac Veloso,94.77959,40.939667
Utilizador:u49989,Joao Almeida,-55.320114,88.043594
Utilizador:u10387,Kaleb Sousa,-13.653099,68.647125
Utilizador:u43763,Andre Nunes,69.492096,56.93898
Utilizador:u41203,Kaleb Ribeiro,-82.0205,-53.561443
Utilizador:u69659,Kaleb Oliveira,-92.4659,-81.9426
Utilizador:u48619,Kaleb Santos,3.4251175,2.1217575
Utilizador:u58440,Talita Fernandes,78.19464,90.27425
Utilizador:u15570,Raquel Carvalho,-78.761986,-52.550697
Utilizador:u74753,Antonio Almeida,23.169548,91.366745
Utilizador:u55989,Beatriz Pinto,77.3705,8.569748
Utilizador:u29402,Catarina Ferreira,90.9449,61.26465
Utilizador:u43347,Rafael Ribeiro,-73.418274,-1.0645981
Utilizador:u83202,Rafael Costa,30.012619,-69.347534
Utilizador:u52750,Liz Pereira,-26.913849,-57.583942
Utilizador:u61996,Liz Ferreira,-90.17136,-17.057579
Utilizador:u70330,Andre Almeida,-72.5392,36.479095
Utilizador:u63607,Kaleb Carvalho,72.20239,-92.07894
Utilizador:u27245,Ethan Pimentel,2.8561554,-61.120647
Utilizador:u34133,Mateus Pereira,22.654808,-31.515678
Utilizador:u85708,Raquel Almeida,70.12572,-40.63909
Utilizador:u39761,Bruno Gomes,49.96353,93.34363
Utilizador:u79266,Catarina Pereira,70.85997,-51.463734
Utilizador:u78737,Beatriz Carvalho,-56.04448,-67.57698
Utilizador:u28672,Beatriz Ferreira,94.74835,24.464706
Utilizador:u92165,Rafael Fernandes,-15.605919,10.988556
Utilizador:u88574,Raquel Silva,-85.184715,-71.08583
Utilizador:u88767,Isis Sousa,84.22221,30.457306
Utilizador:u48394,Talita Veloso,35.970337,90.815994
Utilizador:u93579,Joao Ferreira,-10.11554,51.717728
Utilizador:u8643,Ethan Carvalho,36.45294,-92.23137
Utilizador:u87867,Abigail Ferreira,-42.876568,30.743652
Utilizador:u61660,Artur Sousa,-60.242516,-92.325584
Utilizador:u82073,Antonio Pinto,73.77594,10.77253
Utilizador:u99236,Andre Pinto,80.10092,62.216217
Utilizador:u88321,Danilo Gomes,59.73793,-61.22542
Utilizador:u35314,Isaac Pereira,-66.555954,-74.80459
Utilizador:u1610,Rebeca Ribeiro,-1.1127014,61.41751
Utilizador:u50537,Jesus Pinto,-11.14061,-58.39347
Utilizador:u41139,Beatriz Ribeiro,74.49098,-1.6366119
Utilizador:u9988,Josefina Almeida,-32.17891,-36.00156
Utilizador:u84228,Raquel Veloso,-87.912636,-87.47841
Utilizador:u93080,Artur Sousa,23.670357,5.6196823
Utilizador:u70850,Bruno Ribeiro,8.508026,83.90515
Utilizador:u74753,Joana Nunes,-49.661,65.82608
Utilizador:u52141,Danilo Ribeiro,-69.5584,12.453491
Utilizador:u52256,Joao Moreira,57.023483,7.6518936
Utilizador:u51051,Isaac Ribeiro,-77.5933,32.6075
Utilizador:u54453,Sofia Pereira,-73.84272,-29.49047
Utilizador:u77666,Beatriz Carvalho,22.594131,26.715431
Utilizador:u9716,Liz Oliveira,-66.39974,20.475136
Utilizador:u66029,Antonio Silva,62.089737,-11.3337555
Utilizador:u8738,Rafael Nunes,-21.840195,47.725418
Utilizador:u63426,Sofia Costa,-84.81157,-48.807476
Utilizador:u8672,Ana Pereira,75.35622,-68.17733
Utilizador:u50591,Rafael Moreira,82.35339,5.0230484
Utilizador:u48551,Rebeca Pinto,-76.86383,-48.117558
Utilizador:u54902,Isaac Fernandes,-82.78583,50.03125
Utilizador:u70832,Bruno Pinto,15.074539,-2.0673218
Utilizador:u43408,Antonio Sousa,64.31552,37.533493
Utilizador:u11541,Beatriz Ferreira,78.38225,-10.064095
Utilizador:u97672,Liz Moreira,-86.58939,-9.739502
Utilizador:u13499,Catarina Marques,44.00975,-25.340088
Utilizador:u54701,Bruno Oliveira,-69.25155,53.65802
Utilizador:u80418,Rebeca Ferreira,-70.93849,-57.201344
Utilizador:u29007,Liz Silva,-48.372948,28.39634
Utilizador:u88675,Liz Ferreira,-81.84574,-32.97325
Utilizador:u61115,Ana Almeida,49.940292,10.589172
Utilizador:u82041,Talita Santos,-55.32972,-33.1634
Utilizador:u49531,Danilo Silva,40.591812,5.8677826
Utilizador:u49510,Isis Fernandes,24.65149,-30.340782
Utilizador:u7391,Rafael Veloso,22.295204,57.545532
Utilizador:u35540,Raquel Santos,29.815887,-43.22237
Utilizador:u75288,Ilda Sousa,14.31736,0.71295166
Utilizador:u71074,Bruno Almeida,22.183235,-39.725674
Utilizador:u90214,Talita Almeida,51.78424,-67.73742
Utilizador:u24884,Sofia Costa,80.37848,-87.88724
Utilizador:u51766,Andre Santos,-47.56178,60.96762
Utilizador:u44925,Beatriz Moreira,45.22574,4.912361
Utilizador:u70210,Artur Silva,98.53949,9.452255
Utilizador:u56435,Jose Marques,44.047028,-31.581932
Utilizador:u49217,Kaleb Moreira,38.447052,-66.6331
Utilizador:u18180,Ethan Ribeiro,-43.62462,-53.450367
Utilizador:u25149,Joana Almeida,-18.640724,52.63977
Utilizador:u66658,Kaleb Costa,21.5895,-26.544525
Utilizador:u42286,Abigail Santos,-7.310364,37.23256
Utilizador:u15476,Kaleb Pimentel,-2.5687943,-17.097069
Utilizador:u61232,Rafael Santos,98.059555,14.827248
Utilizador:u92129,Sofia Veloso,-9.677849,87.002914
Utilizador:u4815,Abigail Sousa,-25.63356,-86.726944
Utilizador:u66231,Ethan Pimentel,80.6588,52.219345
Utilizador:u92826,Talita Oliveira,-21.393257,-88.627495
Utilizador:u46733,Danilo Oliveira,-63.45131,-37.1582
